RedemptionID,CustomerID,UsedCouponID,DiscountAmount,RedemptionDate
REDDEDXXID14982,CUSTIDXX-7459,U7IXND02,31,2023-03-19
REDDEDXXID14983,CUSTIDXX-2294,31P5UP50,63,2022-03-17
REDDEDXXID14984,CUSTIDXX-64110,NP4759PN,34,2021-12-17
REDDEDXXID14985,CUSTIDXX-83000,40N549IU,184,2018-09-24
REDDEDXXID14986,CUSTIDXX-58811,1C339DX7,7,2018-06-11
REDDEDXXID14987,CUSTIDXX-28774,C88NI0X2,54,2019-04-09
REDDEDXXID14988,CUSTIDXX-41295,DUC70490,6,2019-05-15
REDDEDXXID14989,CUSTIDXX-75490,I6693XP5,159,2018-06-19
REDDEDXXID14990,CUSTIDXX-8129,2619XNCD,113,2020-11-21
REDDEDXXID14991,CUSTIDXX-97765,N883223X,30,2020-01-13
REDDEDXXID14992,CUSTIDXX-97117,04P61728,140,2023-06-21
REDDEDXXID14993,CUSTIDXX-68260,P28CXI85,50,2019-06-18
REDDEDXXID14994,CUSTIDXX-78861,29416X00,48,2021-04-18
REDDEDXXID14995,CUSTIDXX-73582,7CP264U1,149,2024-01-08
REDDEDXXID14996,CUSTIDXX-36440,UI67C4PD,51,2023-10-07
REDDEDXXID14997,CUSTIDXX-84338,PXUD70P1,163,2020-01-30
REDDEDXXID14998,CUSTIDXX-3056,CC8363DP,149,2022-11-12
REDDEDXXID14999,CUSTIDXX-47680,X28P3933,26,2019-07-28
REDDEDXXID15000,CUSTIDXX-95072,ICUX80UX,131,2021-02-17
REDDEDXXID15001,CUSTIDXX-50318,77D4N778,33,2020-12-28
REDDEDXXID15002,CUSTIDXX-59909,108UX4P0,47,2023-01-01
REDDEDXXID15003,CUSTIDXX-54660,99N5CC7I,62,2020-11-04
REDDEDXXID15004,CUSTIDXX-67200,C2XPNND3,75,2024-03-04
REDDEDXXID15005,CUSTIDXX-667,D2P53849,195,2022-01-13
REDDEDXXID15006,CUSTIDXX-63297,1729U071,75,2021-12-07
REDDEDXXID15007,CUSTIDXX-7465,4U2C6X80,196,2018-10-11
REDDEDXXID15008,CUSTIDXX-83895,0651830X,95,2021-08-02
REDDEDXXID15009,CUSTIDXX-30727,3NC300X9,12,2022-01-19
REDDEDXXID15010,CUSTIDXX-37293,5I71033P,10,2018-09-28
REDDEDXXID15011,CUSTIDXX-80406,ID0XD12X,86,2023-10-30
REDDEDXXID15012,CUSTIDXX-33554,2DD805I3,111,2020-09-18
REDDEDXXID15013,CUSTIDXX-81953,84P5CD4P,180,2020-07-13
REDDEDXXID15014,CUSTIDXX-30062,XU69C9I1,182,2020-06-02
REDDEDXXID15015,CUSTIDXX-54539,P4D27000,174,2019-07-05
REDDEDXXID15016,CUSTIDXX-68321,C04X7221,60,2018-06-20
REDDEDXXID15017,CUSTIDXX-84753,I8C479NC,79,2023-06-17
REDDEDXXID15018,CUSTIDXX-51397,5UC44DIX,129,2021-07-11
REDDEDXXID15019,CUSTIDXX-50353,UXD7U2X1,164,2020-01-22
REDDEDXXID15020,CUSTIDXX-37257,NCU03X32,37,2020-12-08
REDDEDXXID15021,CUSTIDXX-58587,8X087859,190,2022-03-21
REDDEDXXID15022,CUSTIDXX-83416,3X9IN2XP,113,2021-02-09
REDDEDXXID15023,CUSTIDXX-427,4PX4ICUX,16,2022-08-16
REDDEDXXID15024,CUSTIDXX-50934,D993N0DX,33,2019-02-24
REDDEDXXID15025,CUSTIDXX-77070,NPN873UX,148,2019-07-01
REDDEDXXID15026,CUSTIDXX-33892,N39U459D,15,2018-08-22
REDDEDXXID15027,CUSTIDXX-68477,IN38PX6P,193,2019-05-07
REDDEDXXID15028,CUSTIDXX-23165,261956XX,127,2018-07-20
REDDEDXXID15029,CUSTIDXX-64709,XU7I6U6C,55,2021-11-17
REDDEDXXID15030,CUSTIDXX-94852,71XX894D,27,2020-11-26
REDDEDXXID15031,CUSTIDXX-65686,XN58X64X,39,2018-12-30
REDDEDXXID15032,CUSTIDXX-67116,D6272NXC,100,2020-08-28
REDDEDXXID15033,CUSTIDXX-37465,7C1489PN,87,2022-04-01
REDDEDXXID15034,CUSTIDXX-91149,X6061DUD,21,2021-10-26
REDDEDXXID15035,CUSTIDXX-82305,1CC433IX,98,2019-08-08
REDDEDXXID15036,CUSTIDXX-1392,73261958,181,2023-09-09
REDDEDXXID15037,CUSTIDXX-4995,DN6PIN45,106,2021-03-08
REDDEDXXID15038,CUSTIDXX-46688,26I172X4,107,2023-08-10
REDDEDXXID15039,CUSTIDXX-65591,XI2DIXX4,62,2022-01-28
REDDEDXXID15040,CUSTIDXX-8143,5NX2504X,75,2023-12-12
REDDEDXXID15041,CUSTIDXX-55900,2P96XC8D,137,2021-04-13
REDDEDXXID15042,CUSTIDXX-10526,035N5556,51,2021-06-24
REDDEDXXID15043,CUSTIDXX-21374,D4P34X41,157,2023-11-04
REDDEDXXID15044,CUSTIDXX-20526,1P0UU16C,70,2018-07-20
REDDEDXXID15045,CUSTIDXX-6831,3C6PUX2D,106,2022-10-13
REDDEDXXID15046,CUSTIDXX-85453,052C0I11,78,2018-03-28
REDDEDXXID15047,CUSTIDXX-22164,I625X3XU,87,2023-06-02
REDDEDXXID15048,CUSTIDXX-24282,486P35XD,180,2018-12-06
REDDEDXXID15049,CUSTIDXX-96180,X6N30NCX,31,2023-04-14
REDDEDXXID15050,CUSTIDXX-67155,NN79U6I5,36,2021-08-27
REDDEDXXID15051,CUSTIDXX-67588,C2X43412,22,2023-01-12
REDDEDXXID15052,CUSTIDXX-9153,2PX80969,156,2022-07-30
REDDEDXXID15053,CUSTIDXX-26596,420P0PNC,188,2023-01-21
REDDEDXXID15054,CUSTIDXX-99563,6X223D00,135,2019-07-10
REDDEDXXID15055,CUSTIDXX-15073,X850CD1I,157,2018-06-09
REDDEDXXID15056,CUSTIDXX-47793,PDXX482C,7,2020-01-29
REDDEDXXID15057,CUSTIDXX-43364,CDU7PN4X,54,2020-10-03
REDDEDXXID15058,CUSTIDXX-52824,4P1INC15,120,2022-12-13
REDDEDXXID15059,CUSTIDXX-61111,PDX57063,195,2024-02-28
REDDEDXXID15060,CUSTIDXX-11343,NDP57II5,118,2018-06-06
REDDEDXXID15061,CUSTIDXX-61274,05I82NI2,181,2018-10-06
REDDEDXXID15062,CUSTIDXX-67869,XD61P520,169,2023-06-11
REDDEDXXID15063,CUSTIDXX-19109,1U8NC5D3,139,2022-12-16
REDDEDXXID15064,CUSTIDXX-25389,1DX68U9U,143,2019-01-15
REDDEDXXID15065,CUSTIDXX-8291,61C429NX,183,2020-06-03
REDDEDXXID15066,CUSTIDXX-97592,5C7I7243,143,2018-09-21
REDDEDXXID15067,CUSTIDXX-41758,83335UXX,157,2021-08-08
REDDEDXXID15068,CUSTIDXX-95796,X4DX0ID8,159,2024-03-16
REDDEDXXID15069,CUSTIDXX-44759,98P918P7,62,2023-11-24
REDDEDXXID15070,CUSTIDXX-14971,10ID23XD,122,2018-10-20
REDDEDXXID15071,CUSTIDXX-34578,19DD8892,63,2019-04-25
REDDEDXXID15072,CUSTIDXX-76222,6XCD4C25,147,2020-05-24
REDDEDXXID15073,CUSTIDXX-45904,D3X4NUU6,147,2023-12-30
REDDEDXXID15074,CUSTIDXX-24815,I4I11P8I,6,2022-04-19
REDDEDXXID15075,CUSTIDXX-93602,7D3PUC6P,119,2023-10-20
REDDEDXXID15076,CUSTIDXX-46804,IP2X2777,33,2019-05-15
REDDEDXXID15077,CUSTIDXX-49604,0X1P8XC4,165,2018-07-19
REDDEDXXID15078,CUSTIDXX-85025,03988U0I,60,2019-05-27
REDDEDXXID15079,CUSTIDXX-67334,6UI17C65,136,2023-08-13
REDDEDXXID15080,CUSTIDXX-29604,2X36UDX4,91,2020-02-11
REDDEDXXID15081,CUSTIDXX-54341,6I813P76,11,2023-02-04
REDDEDXXID15082,CUSTIDXX-43646,2CUCUC17,134,2018-11-25
REDDEDXXID15083,CUSTIDXX-96911,168X6P6U,72,2018-06-23
REDDEDXXID15084,CUSTIDXX-59731,IU8P9720,31,2022-11-26
REDDEDXXID15085,CUSTIDXX-61652,NU819P10,188,2020-06-07
REDDEDXXID15086,CUSTIDXX-49781,1D656C69,125,2020-03-07
REDDEDXXID15087,CUSTIDXX-76014,P39XII64,176,2018-07-09
REDDEDXXID15088,CUSTIDXX-39984,54NP257D,66,2020-08-08
REDDEDXXID15089,CUSTIDXX-77459,N74XC41N,102,2021-05-06
REDDEDXXID15090,CUSTIDXX-41124,N472DU95,173,2019-02-03
REDDEDXXID15091,CUSTIDXX-97199,6012PNNX,114,2018-09-14
REDDEDXXID15092,CUSTIDXX-94293,5D4D2X3C,41,2023-10-03
REDDEDXXID15093,CUSTIDXX-35289,8N7NIU8C,100,2022-09-25
REDDEDXXID15094,CUSTIDXX-12019,2XP56XP7,198,2022-12-26
REDDEDXXID15095,CUSTIDXX-4393,4543DNC3,185,2022-09-09
REDDEDXXID15096,CUSTIDXX-71162,13N8X8X3,85,2022-06-18
REDDEDXXID15097,CUSTIDXX-28540,5I0XX1P8,130,2018-10-08
REDDEDXXID15098,CUSTIDXX-79284,I2X3X5C0,10,2018-05-26
REDDEDXXID15099,CUSTIDXX-63111,NDXP68NN,168,2022-10-02
REDDEDXXID15100,CUSTIDXX-38301,I1064P7X,11,2020-07-22
REDDEDXXID15101,CUSTIDXX-70377,8C2XI2P9,185,2018-11-21
REDDEDXXID15102,CUSTIDXX-42386,98341UD0,179,2023-02-15
REDDEDXXID15103,CUSTIDXX-45636,5XU97X0C,123,2020-10-26
REDDEDXXID15104,CUSTIDXX-32089,CCX1U821,109,2018-08-20
REDDEDXXID15105,CUSTIDXX-42404,DDC95D57,187,2023-07-17
REDDEDXXID15106,CUSTIDXX-70650,X06X19D1,164,2022-06-25
REDDEDXXID15107,CUSTIDXX-37753,538CN4D7,43,2018-12-07
REDDEDXXID15108,CUSTIDXX-58701,399173P5,23,2018-08-24
REDDEDXXID15109,CUSTIDXX-38071,833908NX,41,2023-03-24
REDDEDXXID15110,CUSTIDXX-13887,47P745CC,154,2019-07-23
REDDEDXXID15111,CUSTIDXX-30858,CPX16948,6,2019-10-26
REDDEDXXID15112,CUSTIDXX-52302,39097NP9,84,2018-11-23
REDDEDXXID15113,CUSTIDXX-89803,6I98CIIP,82,2021-11-10
REDDEDXXID15114,CUSTIDXX-89848,5X75NPN5,57,2021-05-26
REDDEDXXID15115,CUSTIDXX-91246,2X2X6XN0,70,2019-10-18
REDDEDXXID15116,CUSTIDXX-56063,4I17848U,138,2022-02-01
REDDEDXXID15117,CUSTIDXX-33326,5X3X0660,99,2023-05-19
REDDEDXXID15118,CUSTIDXX-50075,5U51UX1N,109,2018-04-12
REDDEDXXID15119,CUSTIDXX-27585,9D2998I6,167,2019-10-04
REDDEDXXID15120,CUSTIDXX-43341,3ICCPXIC,36,2019-06-22
REDDEDXXID15121,CUSTIDXX-88980,X524DDX2,97,2019-02-26
REDDEDXXID15122,CUSTIDXX-2207,7UXP3DP4,131,2023-10-09
REDDEDXXID15123,CUSTIDXX-91431,181U9C89,61,2022-07-21
REDDEDXXID15124,CUSTIDXX-62233,UC426XNX,197,2021-02-05
REDDEDXXID15125,CUSTIDXX-9283,X483819X,31,2023-03-29
REDDEDXXID15126,CUSTIDXX-48581,82UX5I2U,126,2018-07-16
REDDEDXXID15127,CUSTIDXX-43830,70XC9XXU,23,2019-04-10
REDDEDXXID15128,CUSTIDXX-58300,8972I170,65,2022-11-20
REDDEDXXID15129,CUSTIDXX-45783,U76I750X,144,2019-02-24
REDDEDXXID15130,CUSTIDXX-82253,UCUXX25U,16,2021-09-03
REDDEDXXID15131,CUSTIDXX-94772,6IPNU6C2,179,2020-05-26
REDDEDXXID15132,CUSTIDXX-26300,X20C4DX5,123,2020-05-12
REDDEDXXID15133,CUSTIDXX-82814,3XC9264X,22,2020-09-11
REDDEDXXID15134,CUSTIDXX-9966,NXX26C07,199,2023-02-02
REDDEDXXID15135,CUSTIDXX-42987,3X5076X9,198,2022-03-19
REDDEDXXID15136,CUSTIDXX-43420,5PX3P8DU,88,2022-01-23
REDDEDXXID15137,CUSTIDXX-23478,0NX358D8,97,2020-09-30
REDDEDXXID15138,CUSTIDXX-89725,57XP6D41,74,2023-01-22
REDDEDXXID15139,CUSTIDXX-97224,D78U6I36,49,2023-11-18
REDDEDXXID15140,CUSTIDXX-75724,I8186CUN,145,2021-11-27
REDDEDXXID15141,CUSTIDXX-40137,048U3247,119,2023-11-10
REDDEDXXID15142,CUSTIDXX-428,IP4X7809,157,2019-10-05
REDDEDXXID15143,CUSTIDXX-61825,3X9X68CD,64,2021-07-09
REDDEDXXID15144,CUSTIDXX-52342,2X56663C,35,2020-02-11
REDDEDXXID15145,CUSTIDXX-24421,P9IPPD90,197,2018-06-22
REDDEDXXID15146,CUSTIDXX-99775,1UXN944N,66,2024-02-13
REDDEDXXID15147,CUSTIDXX-77592,U67C2XNP,111,2022-06-14
REDDEDXXID15148,CUSTIDXX-72833,1ND1UCD3,39,2021-05-15
REDDEDXXID15149,CUSTIDXX-54663,6XX023DN,22,2022-08-30
REDDEDXXID15150,CUSTIDXX-6500,C84290UC,198,2020-08-26
REDDEDXXID15151,CUSTIDXX-32152,X00874N0,42,2023-12-08
REDDEDXXID15152,CUSTIDXX-97546,7I852XIU,96,2022-06-23
REDDEDXXID15153,CUSTIDXX-11006,PP53570I,31,2021-10-07
REDDEDXXID15154,CUSTIDXX-55884,67N5X827,125,2023-10-09
REDDEDXXID15155,CUSTIDXX-58472,7CI5XUIC,40,2019-10-04
REDDEDXXID15156,CUSTIDXX-76142,0DCU3N3X,26,2018-12-22
REDDEDXXID15157,CUSTIDXX-59008,9ICCXIII,59,2021-04-16
REDDEDXXID15158,CUSTIDXX-39387,849C3323,27,2023-07-12
REDDEDXXID15159,CUSTIDXX-6989,8U2D7272,21,2020-11-04
REDDEDXXID15160,CUSTIDXX-82297,XNXIUC9C,122,2024-01-10
REDDEDXXID15161,CUSTIDXX-10400,N95XDXUC,5,2022-01-29
REDDEDXXID15162,CUSTIDXX-68986,X9XXCI0D,77,2020-05-03
REDDEDXXID15163,CUSTIDXX-24679,PP5N4382,13,2020-11-26
REDDEDXXID15164,CUSTIDXX-81734,39UU166I,173,2022-04-08
REDDEDXXID15165,CUSTIDXX-7019,X57XP36N,183,2022-02-03
REDDEDXXID15166,CUSTIDXX-73220,C0D168X7,123,2021-07-27
REDDEDXXID15167,CUSTIDXX-45750,X1D9C7UD,180,2020-03-04
REDDEDXXID15168,CUSTIDXX-2894,78U9IP4N,198,2020-10-22
REDDEDXXID15169,CUSTIDXX-75546,78X7UUX9,160,2018-09-14
REDDEDXXID15170,CUSTIDXX-5446,N6X6D56N,29,2020-01-17
REDDEDXXID15171,CUSTIDXX-6516,INDXUCX9,40,2022-05-04
REDDEDXXID15172,CUSTIDXX-90075,31UPDI9U,34,2022-11-16
REDDEDXXID15173,CUSTIDXX-50403,90C0CN57,100,2019-09-16
REDDEDXXID15174,CUSTIDXX-28167,I49685XI,185,2023-04-30
REDDEDXXID15175,CUSTIDXX-86899,XC46I4UP,147,2022-12-13
REDDEDXXID15176,CUSTIDXX-15340,NX8D65PX,186,2019-05-12
REDDEDXXID15177,CUSTIDXX-23696,5P1854IX,78,2023-02-12
REDDEDXXID15178,CUSTIDXX-97401,II7CD341,94,2018-11-16
REDDEDXXID15179,CUSTIDXX-92513,21U5C842,132,2022-02-04
REDDEDXXID15180,CUSTIDXX-83382,C692X222,163,2019-10-28
REDDEDXXID15181,CUSTIDXX-69131,7U50PD58,23,2023-08-03
REDDEDXXID15182,CUSTIDXX-7896,U9XI94N2,103,2021-05-19
REDDEDXXID15183,CUSTIDXX-54232,75IDP467,41,2019-10-22
REDDEDXXID15184,CUSTIDXX-99624,2DNNPDI4,179,2018-10-13
REDDEDXXID15185,CUSTIDXX-57939,38C6U7C8,94,2020-12-30
REDDEDXXID15186,CUSTIDXX-31221,NU41N507,132,2022-11-08
REDDEDXXID15187,CUSTIDXX-26084,X1C41N06,11,2020-03-06
REDDEDXXID15188,CUSTIDXX-81749,PD7NX731,174,2021-08-21
REDDEDXXID15189,CUSTIDXX-48075,287CCU3U,90,2022-10-29
REDDEDXXID15190,CUSTIDXX-46304,2NIP6CPU,42,2018-06-09
REDDEDXXID15191,CUSTIDXX-40325,X89U65P4,164,2022-12-21
REDDEDXXID15192,CUSTIDXX-34112,1DN157X0,71,2021-02-19
REDDEDXXID15193,CUSTIDXX-16277,7PNXCU55,51,2018-09-12
REDDEDXXID15194,CUSTIDXX-60349,8N01122I,16,2020-02-06
REDDEDXXID15195,CUSTIDXX-68170,XN3U4371,39,2019-01-30
REDDEDXXID15196,CUSTIDXX-11304,XXID8IXC,59,2023-11-17
REDDEDXXID15197,CUSTIDXX-86751,XU502159,82,2023-11-30
REDDEDXXID15198,CUSTIDXX-67716,X4I92601,85,2019-03-17
REDDEDXXID15199,CUSTIDXX-81705,332C6701,188,2021-09-25
REDDEDXXID15200,CUSTIDXX-74470,XD38I812,106,2022-01-12
REDDEDXXID15201,CUSTIDXX-15395,5NDDID4C,95,2021-03-10
REDDEDXXID15202,CUSTIDXX-53862,XN1X6X3X,97,2020-11-03
REDDEDXXID15203,CUSTIDXX-22740,PNX6N136,95,2023-08-05
REDDEDXXID15204,CUSTIDXX-46915,X94X33D7,182,2018-11-24
REDDEDXXID15205,CUSTIDXX-48556,XUP2P9N4,151,2019-04-09
REDDEDXXID15206,CUSTIDXX-25029,XC981773,22,2021-04-19
REDDEDXXID15207,CUSTIDXX-66925,II0XN4X5,154,2023-07-05
REDDEDXXID15208,CUSTIDXX-25856,33DXXN2X,114,2021-02-26
REDDEDXXID15209,CUSTIDXX-34748,21X47XDP,118,2023-06-23
REDDEDXXID15210,CUSTIDXX-91907,30N67CCX,61,2021-08-18
REDDEDXXID15211,CUSTIDXX-3430,3X69P291,165,2021-07-07
REDDEDXXID15212,CUSTIDXX-28987,60DU4U15,102,2022-11-29
REDDEDXXID15213,CUSTIDXX-61764,CNNUX387,172,2018-05-26
REDDEDXXID15214,CUSTIDXX-57778,227D6XXC,166,2020-07-20
REDDEDXXID15215,CUSTIDXX-74961,48X06I27,105,2021-12-29
REDDEDXXID15216,CUSTIDXX-20913,5P5UXI93,121,2018-07-06
REDDEDXXID15217,CUSTIDXX-83046,XX3XNX29,119,2023-09-09
REDDEDXXID15218,CUSTIDXX-7204,XX4UI61N,18,2021-04-01
REDDEDXXID15219,CUSTIDXX-99035,D348DD3D,42,2018-10-13
REDDEDXXID15220,CUSTIDXX-64455,41940P9X,111,2021-11-24
REDDEDXXID15221,CUSTIDXX-46227,NDDN824I,84,2022-07-12
REDDEDXXID15222,CUSTIDXX-28305,C14I74NP,149,2020-04-08
REDDEDXXID15223,CUSTIDXX-52181,0X9P0X7I,155,2018-10-27
REDDEDXXID15224,CUSTIDXX-60892,0NNU208D,141,2023-06-23
REDDEDXXID15225,CUSTIDXX-19606,DCIXP719,195,2023-02-22
REDDEDXXID15226,CUSTIDXX-8619,8X3X13D0,28,2020-04-14
REDDEDXXID15227,CUSTIDXX-66588,7894X71I,26,2019-04-06
REDDEDXXID15228,CUSTIDXX-22497,6DXD8P93,107,2023-07-16
REDDEDXXID15229,CUSTIDXX-23371,550002CI,176,2023-11-18
REDDEDXXID15230,CUSTIDXX-73449,163P9N58,144,2020-09-08
REDDEDXXID15231,CUSTIDXX-82596,1NDX26X4,130,2021-06-20
REDDEDXXID15232,CUSTIDXX-81686,3537PDX3,71,2021-05-20
REDDEDXXID15233,CUSTIDXX-74133,CX6X4136,193,2018-05-14
REDDEDXXID15234,CUSTIDXX-45576,X0U6XD45,38,2022-11-14
REDDEDXXID15235,CUSTIDXX-20799,X03DD7I8,52,2018-04-28
REDDEDXXID15236,CUSTIDXX-85039,XD589XDN,37,2021-05-01
REDDEDXXID15237,CUSTIDXX-85272,C4318NIP,191,2018-06-09
REDDEDXXID15238,CUSTIDXX-70267,9N0II2P2,88,2021-01-09
REDDEDXXID15239,CUSTIDXX-583,XN13DIX5,106,2023-04-11
REDDEDXXID15240,CUSTIDXX-36081,N2N17DNN,184,2019-06-03
REDDEDXXID15241,CUSTIDXX-67910,U0C51X69,69,2018-11-15
REDDEDXXID15242,CUSTIDXX-8928,DI2IXDP6,71,2020-10-07
REDDEDXXID15243,CUSTIDXX-72578,527XN01P,120,2024-01-21
REDDEDXXID15244,CUSTIDXX-46498,29X77296,186,2018-03-24
REDDEDXXID15245,CUSTIDXX-42697,73N41P3N,37,2024-03-08
REDDEDXXID15246,CUSTIDXX-1475,4IC09UX0,117,2023-04-10
REDDEDXXID15247,CUSTIDXX-77865,U1PI96C1,135,2019-07-12
REDDEDXXID15248,CUSTIDXX-56139,9D731D6X,33,2021-03-28
REDDEDXXID15249,CUSTIDXX-36265,5UCD1DD5,167,2021-02-24
REDDEDXXID15250,CUSTIDXX-49970,C7127N64,108,2023-03-28
REDDEDXXID15251,CUSTIDXX-59625,3X9X955D,139,2022-02-26
REDDEDXXID15252,CUSTIDXX-84499,U94P090U,188,2021-09-20
REDDEDXXID15253,CUSTIDXX-27324,XP2C499C,84,2023-04-03
REDDEDXXID15254,CUSTIDXX-96549,45120P8U,186,2019-09-16
REDDEDXXID15255,CUSTIDXX-54775,40XN4872,113,2021-02-28
REDDEDXXID15256,CUSTIDXX-62681,CD5XP7DD,125,2021-02-05
REDDEDXXID15257,CUSTIDXX-98492,4XN01256,191,2021-12-20
REDDEDXXID15258,CUSTIDXX-19552,UDIN3X0X,159,2020-06-07
REDDEDXXID15259,CUSTIDXX-58639,N9003U1U,120,2022-06-08
REDDEDXXID15260,CUSTIDXX-38290,CC6696U2,141,2020-11-21
REDDEDXXID15261,CUSTIDXX-85918,1PX8DXD5,71,2019-02-08
REDDEDXXID15262,CUSTIDXX-36972,IC0I34CX,169,2023-03-13
REDDEDXXID15263,CUSTIDXX-88552,U496N8U7,109,2018-06-28
REDDEDXXID15264,CUSTIDXX-38334,X1UICI1C,14,2022-07-03
REDDEDXXID15265,CUSTIDXX-69150,DII4NUX9,171,2021-09-10
REDDEDXXID15266,CUSTIDXX-88279,C0X676P8,60,2022-09-09
REDDEDXXID15267,CUSTIDXX-39797,4DPN6X14,46,2023-11-24
REDDEDXXID15268,CUSTIDXX-26472,5571C89P,78,2019-02-21
REDDEDXXID15269,CUSTIDXX-888,X8I0955X,97,2020-06-30
REDDEDXXID15270,CUSTIDXX-25650,I37P721N,197,2021-07-08
REDDEDXXID15271,CUSTIDXX-3493,6DI380X4,148,2019-01-02
REDDEDXXID15272,CUSTIDXX-55371,4IUNDN14,7,2019-12-12
REDDEDXXID15273,CUSTIDXX-20649,XC4C5677,177,2020-08-03
REDDEDXXID15274,CUSTIDXX-39329,DXI7IX43,31,2018-06-25
REDDEDXXID15275,CUSTIDXX-48241,590DU788,99,2023-08-11
REDDEDXXID15276,CUSTIDXX-94792,CXC6N3P5,95,2021-11-27
REDDEDXXID15277,CUSTIDXX-87736,UC3XXPD6,199,2019-03-07
REDDEDXXID15278,CUSTIDXX-23067,6UX22655,7,2023-10-28
REDDEDXXID15279,CUSTIDXX-4558,1190U2DN,70,2022-03-04
REDDEDXXID15280,CUSTIDXX-23451,94N0914P,153,2019-11-05
REDDEDXXID15281,CUSTIDXX-79326,UNX5557X,141,2022-11-27
REDDEDXXID15282,CUSTIDXX-71897,2968N0N5,147,2021-04-25
REDDEDXXID15283,CUSTIDXX-94542,NCI489U3,66,2020-08-27
REDDEDXXID15284,CUSTIDXX-15209,4N7444X7,139,2021-01-15
REDDEDXXID15285,CUSTIDXX-53677,450P541P,34,2023-12-13
REDDEDXXID15286,CUSTIDXX-28992,I5432NI2,143,2019-04-12
REDDEDXXID15287,CUSTIDXX-80471,C50XC8I2,70,2022-11-23
REDDEDXXID15288,CUSTIDXX-71428,686NX335,70,2018-11-24
REDDEDXXID15289,CUSTIDXX-63515,72CI9D3N,163,2023-05-01
REDDEDXXID15290,CUSTIDXX-86500,XXU8D8CU,173,2022-10-23
REDDEDXXID15291,CUSTIDXX-70985,55804PNU,158,2021-05-07
REDDEDXXID15292,CUSTIDXX-72365,C11290CD,158,2024-02-28
REDDEDXXID15293,CUSTIDXX-75287,0NXDPD04,82,2019-06-29
REDDEDXXID15294,CUSTIDXX-56523,027IDD9N,189,2022-09-17
REDDEDXXID15295,CUSTIDXX-52089,UN9XDIU0,85,2021-04-12
REDDEDXXID15296,CUSTIDXX-60500,03NX0501,97,2018-06-05
REDDEDXXID15297,CUSTIDXX-61746,475IP27X,71,2022-11-17
REDDEDXXID15298,CUSTIDXX-41684,8CD3ICUX,66,2020-02-17
REDDEDXXID15299,CUSTIDXX-80257,470I1U07,191,2018-09-06
REDDEDXXID15300,CUSTIDXX-98818,1D300CXP,130,2023-10-19
REDDEDXXID15301,CUSTIDXX-50790,X0X6354D,70,2022-10-16
REDDEDXXID15302,CUSTIDXX-73139,X598N6U0,121,2021-09-29
REDDEDXXID15303,CUSTIDXX-44043,DXXU1X2X,69,2019-10-17
REDDEDXXID15304,CUSTIDXX-29825,UNX7IU07,84,2023-11-30
REDDEDXXID15305,CUSTIDXX-25119,50215276,7,2022-10-17
REDDEDXXID15306,CUSTIDXX-49408,N00D32PX,144,2018-04-11
REDDEDXXID15307,CUSTIDXX-11355,62DXP25C,137,2020-03-25
REDDEDXXID15308,CUSTIDXX-22997,81N48629,129,2018-11-16
REDDEDXXID15309,CUSTIDXX-76161,N8742461,157,2018-06-16
REDDEDXXID15310,CUSTIDXX-89467,3UD7U0PC,129,2022-07-26
REDDEDXXID15311,CUSTIDXX-60171,NXX540U5,146,2023-07-27
REDDEDXXID15312,CUSTIDXX-39629,XX5N5C20,180,2019-07-25
REDDEDXXID15313,CUSTIDXX-76245,45401X1I,78,2022-03-16
REDDEDXXID15314,CUSTIDXX-68185,60I1N94N,11,2020-11-17
REDDEDXXID15315,CUSTIDXX-80920,0N5D7P1N,131,2018-06-24
REDDEDXXID15316,CUSTIDXX-57328,N781156P,11,2022-08-29
REDDEDXXID15317,CUSTIDXX-64141,P7X5I7IP,74,2023-06-06
REDDEDXXID15318,CUSTIDXX-24699,19401294,9,2021-10-02
REDDEDXXID15319,CUSTIDXX-33784,1DICXU86,106,2022-02-08
REDDEDXXID15320,CUSTIDXX-94999,1XC29U8P,165,2020-12-01
REDDEDXXID15321,CUSTIDXX-7786,7PXI8I49,87,2021-11-18
REDDEDXXID15322,CUSTIDXX-90919,75D15CNI,197,2023-06-24
REDDEDXXID15323,CUSTIDXX-40334,N033I2C6,125,2022-08-10
REDDEDXXID15324,CUSTIDXX-57614,5149DI74,156,2021-04-20
REDDEDXXID15325,CUSTIDXX-96381,88U08X9C,8,2020-01-05
REDDEDXXID15326,CUSTIDXX-70061,X2C4N684,65,2020-01-30
REDDEDXXID15327,CUSTIDXX-72265,2ID77D55,82,2023-07-14
REDDEDXXID15328,CUSTIDXX-17518,0XX04X5D,114,2022-08-08
REDDEDXXID15329,CUSTIDXX-29423,7PP8765X,70,2023-09-27
REDDEDXXID15330,CUSTIDXX-26950,12PUU9PD,96,2022-08-22
REDDEDXXID15331,CUSTIDXX-58534,5CN1IX9X,153,2019-03-26
REDDEDXXID15332,CUSTIDXX-76479,CNI2IPU5,10,2022-10-16
REDDEDXXID15333,CUSTIDXX-66042,I56XX414,95,2023-10-14
REDDEDXXID15334,CUSTIDXX-60584,P5N78DIN,20,2021-01-12
REDDEDXXID15335,CUSTIDXX-22535,U23I7X30,177,2018-07-13
REDDEDXXID15336,CUSTIDXX-28955,D1XP86CD,136,2023-08-29
REDDEDXXID15337,CUSTIDXX-48668,2N0X5DNC,121,2020-04-17
